"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14"
"ヨシ",-0.0460968101396853,-0.0439196345416108,0.0108299314407966,0.0527355622450214,0.0245958059469383,-0.0178526656793561,-0.0115897456310077,-0.0129523877621107,0.0141522082007605,-0.00258522972037162,-0.000240042031244836,0.00698652532045846,-0.000991335732438652,-0.00323940355320353
"ら",-0.0150142541344301,0.0315671520640963,0.0559485981740364,-0.0427036621776234,0.0137356759109313,0.0260943323437294,0.00989910800413169,-0.0294114076721426,-0.0470218957757848,0.0541330557284812,0.0377218036094859,-0.017159500210956,-0.027997351339502,0.0150077066788373
"ランダム",0.00447562186084603,0.0181318682033513,0.0148175494123296,0.0219469078857598,0.0489160857819226,-0.0379521263293034,-0.0127076424025188,0.00377507683763634,0.0011786781958049,0.00249042324430084,-0.0089785094161178,-0.00639288972598815,-0.0550409654250309,-0.0047390041391863
"リーフ",0.0115875017905481,0.0141376887354557,-0.00122706108477365,-0.00564158181431132,-0.0157841009210796,-0.0469795311446783,-0.0338930629569377,0.00923842487732099,0.0269483093391348,-0.0367833703699043,0.0252460504620458,0.0152841602789316,-0.00536772436576583,-0.000674619074240453
"リン",0.0225777028089872,0.0530067123018851,0.00439723701223069,-0.021859254434805,-0.0111059179679759,-0.0991669772710645,-0.107491962603815,0.0735193412466502,0.0539728078796278,-0.0110239077236467,0.0790559701204846,0.0200879672023401,-0.141907793475589,0.0129549270662426
"亜",-0.0159188078830236,-0.0462860613296286,0.0485449152724882,0.0145725010952232,-0.00762098472779455,-0.0375457704279034,0.0356961472824423,-0.0106297645005959,-0.0695274558155975,-0.0267506816582603,0.0107142283678148,0.0471304020836223,0.0117745085111742,0.00789593796297754
"圧",0.00641729165134284,-0.0337035453124256,-0.0419496773855315,-0.0405064051094847,-0.0258586940534568,-0.0864605035209286,-0.00535057762552378,-0.0317767975507987,0.0322122671009264,0.0280250110138513,-0.00519004317427908,-0.0152966253372115,-0.00633389162782075,0.00404214196312376
"安定",0.0157316742563238,0.00086950738481697,0.0644244079806756,-0.0288841876360617,0.0305353411592062,-0.0130365231392747,0.0513771290823794,-0.00213847771031356,-0.0101971702202686,-0.00721506509030236,0.0279756524585375,-0.0354447111449014,0.00374806467049786,-0.0145766660090916
"安定性",0.0718715461001116,0.0135584792323471,0.0572868203700486,-0.0401992547614433,0.0153870423932538,0.0106509530833046,-0.0413420687643261,-0.00615136160806955,-0.0973868774853479,-0.0250035221830453,-0.0384900839789631,0.0281307057834416,-0.00377442609199551,-0.00814907806952962
"安定同位体",-0.00345159241564111,0.0167437156070403,0.0561920798410438,-0.00199867941471021,0.0347164760262534,0.00688035318379613,-0.00908232663242352,0.0638866878440116,0.00971133620739298,0.0272108823190624,-0.00506501707694095,-0.0142054308385511,0.0734454890369026,0.0103121510942687
"以外",-0.0383010088017059,-0.0280480269309623,0.0306253307673479,0.0130304665217145,-0.0372549793605621,0.0120755602444806,-0.00547160209685714,0.0237397188468254,-0.00795292068458721,0.0377167558410411,-0.0192018932729271,-0.0306488030791273,0.023935232567134,0.000204618696409927
"以降",0.0179694250313684,0.0203630967349785,0.0258514427923133,0.0105399231308757,0.0164429309131661,0.00214237157642327,-0.0433277939173319,-0.0180877159374009,0.000743374394190099,-0.0248900024836103,-0.0780424685816955,-0.0224301354588359,-0.010169964665174,0.00553558096342772
"位置",-0.000589352949187069,-0.0327211181091273,0.0301488255057027,-0.0379804567228838,0.00380216550840477,-0.0451046003190398,-0.0688694459754427,-0.030601361848218,0.013597000998747,-0.0436864071554221,0.0129201556104575,0.0745037988306282,0.0289238364732496,-0.0174703792945083
"異質性",-0.00951203912285636,0.00715661522131774,0.0189294825494616,0.0265438196312877,0.0121324859987429,-0.017179020503809,-0.00882991943999043,-0.00866541201190398,0.0330371795405096,-0.00123576212168649,0.0130358700389161,-0.00495324791792035,-0.0321013258727414,-0.00388042678427529
"移植",-0.00265900272221199,0.0272520593916863,0.0111167088589095,-0.0214839930233016,0.0638348530337324,0.0189045529745428,-0.0360475356887633,0.0558633732737573,-0.0420319864689371,0.0347222946307898,-0.00782726162387884,0.0194832971457148,0.0134379979789673,0.00810400634777057
"移動",-0.0163175115172948,-0.00819013173099136,0.031802505647305,0.0567983406128843,-0.0969140956771109,0.0916381964951549,0.0530650008446976,0.0134586473316148,0.0282372609990082,-0.0407734935784372,0.0252391571214279,0.0461812740227969,-0.0297742976744449,0.0163925215377132
"移入",-0.00843289738708176,0.0297054397830263,-0.0334489669183054,0.00218452094333362,0.00164456410670684,-0.00108359664520323,0.0560733506351152,-0.034898878539173,0.0618348163661362,0.0615627409628467,-0.0138050033246833,0.0300681557529844,-0.0257378871441972,-0.00472007596237881
"緯度",-0.0149261247287,0.0155490111551719,0.0528414620357398,0.0336593162680405,0.00465344476587038,-0.0278721171467611,-0.0207514918592777,0.0223536725239472,0.0832582850823184,0.0505263633390117,0.0218743082466001,0.0234929165713962,-0.0619586560622249,0.00280260034118144
"遺体",0.0109187315280455,0.0128071556191096,-0.000276975794281585,-0.00666210455688607,-0.0147270563605373,-0.0442783227606532,-0.0302630556467695,0.00549650903821891,0.0227886515863266,-0.0436558782312712,0.0207072820706771,0.0218259373149388,0.0204592902502251,-0.00303695259832014
"遺伝",-0.016919264823971,-0.0595670344650958,0.0121541390360155,-0.0639389881987627,-0.0211523388441706,-0.0125386901729789,0.0426952388586434,-0.0104898269245643,-0.0642422489330799,-0.044265246982549,0.0491354259306511,0.0129106351211731,0.027982415075216,-0.0132320310241366
"遺伝子",0.00590992029809676,0.0143397866639884,0.0877662647105191,-0.0173527400779197,-0.0631278213481903,0.0159986373861684,0.00123893567364724,0.00983690683757192,-0.0191226609234138,0.0214683053081385,0.0200726468815762,0.0108169234925994,0.020867215409194,-0.00126955781110131
"遺伝的多様性",0.0218337092740087,-0.0216464488217579,0.000379213424733497,-0.0366945908797423,0.0219243622065031,0.0200050604071234,0.0355122438320457,-0.0622662141524105,-0.0112352404846518,-0.0193886772242349,0.000692669607907932,0.0384185228791269,-0.0429876193290338,0.00689067064292236
"一",0.0240820156914482,0.033229387907892,0.0138030845562417,-0.0132872945737003,-0.0026844388060938,0.00647338735456963,-0.00866789206181201,-0.020484711928885,0.045968573792691,-0.0168882262077376,0.0393464618656253,0.0104110435395408,0.0228064132048087,-0.00697820035330824
"一次",-0.0400515726128518,-0.0137863027349038,0.0113192441890508,-0.023311878269926,0.00528943983777899,0.0188099789538235,-0.0121326236234606,0.0764044538314485,-0.0531281209153939,-0.0310361982607139,-0.0373913841990527,-0.0173643950584644,-0.00926946636414374,-0.00186566056497809
"一斉",-0.00192708792088173,0.00557177591861355,0.0333141263241101,-0.0154671722083984,-0.0222867748393924,-0.00635539606189303,0.0470469000773163,0.0197331596535314,-0.0498898186061694,-1.47344501422455e-05,0.00340283301954725,-0.0235573183822647,-0.00428647975427598,-0.00424168802124144
"一致",0.00748221496438065,0.00908707128189427,-0.000720845803877821,-0.00375229083390775,-0.0101801433177313,-0.0303361821766993,-0.0217491460443361,0.00570451082759885,0.017189172110591,-0.024482883806553,0.0160511898621949,0.010472769046135,-0.00139144555366958,0.000253720167589012
"一定",-0.0171637351445973,0.011096177814304,0.0311566890847613,0.0110512151341369,-0.00544573949810363,-0.00900404454569897,0.0075653276475128,0.00236284784501977,0.0199931068040151,-0.0600668187052524,-0.0142382058339691,-0.00996861710799615,0.0257743447849214,-0.00136638785963555
"一般",-0.0103443004563861,0.0574209179133221,-0.0225953642867519,0.00552999263851435,-0.00152909456605481,0.02347167913543,0.0178394087161368,0.0294775607821236,0.0477422093084073,0.00361106657698707,0.0126203815465924,-0.0458278545433535,0.037934792161762,-0.00131942715916716
"一部",0.00424268340372475,0.0416368276061173,0.0205965648257005,-0.00861260790868371,-0.000300716926135709,0.0444435362256344,-0.0252262244032886,0.00332905867980559,0.0312492544910146,0.000935086689467933,0.0339106474158408,0.000891149761042192,0.0513619534593352,-0.0160205327196829
"営巣",-0.0089991688543329,0.0417406091239418,-0.0452531399433473,0.0382252705148191,-0.0463457976352419,0.0454371968932695,0.0154728410591401,-0.00227601730242602,-0.0163242001611192,-0.0165906509918917,-0.0226615334782364,-0.0148677499249616,0.000338460324591391,-0.00326581010088434
"栄養塩",-0.0505852786883099,-0.00330349807680646,0.0410934020623691,0.0177753535905492,-0.0588346286843896,-0.0341455650568826,-0.0223417319244687,-0.0241234742728538,-0.0529215501501699,-0.0336950316184121,-0.0223910439963959,-0.0126157288107198,0.0723908112056641,-0.00624678772308921
"液",0.0247438370221161,-0.0251624703473383,0.00888594551534702,-0.00222241216616734,-0.00506614510275704,0.0287135296828813,-0.00276412878862377,0.000969229219599024,0.0309248029892102,0.00852308891439189,-0.0222534775637344,0.0106400641691371,-0.000713387619592625,0.00388070300098983
"沿岸",0.0264077043563255,0.0333624020035736,-0.0286206408426652,-0.0388243431462058,0.009074754310974,-0.0505660935463641,-0.0382461906128484,-0.0449129522291096,0.00391865802160493,0.0421012997257516,-0.0364505995997916,-0.0483470386221954,0.00395620370272734,0.00219288400410807
"演者",-0.0300920260703711,0.0289789614139755,0.0104053890751667,-0.0470687259350389,-0.0330595256937006,0.0288066366867457,-0.000236548282084883,-0.00994114040410242,-0.0125515017662372,0.0236616587543718,-0.0151120826219647,0.000387177908158616,-5.45097882263829e-05,0.00308562491859043
"縁",0.00993652289782397,0.0385203404094854,0.00793670034585132,-0.0653263597745828,-0.0546294497486339,0.0196849124319512,0.0259862936827434,-0.0118053481610616,0.00107225060901434,0.0200737318048328,0.0034602778820809,0.114592913592701,-0.0314301444652418,-5.66310255967717e-05
"応答",0.039302783155061,-0.0883092540350756,-0.0637638236693431,-0.0430810533289157,-0.0395172812597092,-0.0335616383615977,-0.0459692059406318,0.0148558899051967,-0.0104804642475516,0.0464607745879468,-0.0519780720695172,-0.0455083204529733,0.0339930566266605,-0.0292206372916708
"応用",-0.0013278400896783,-0.0062146951516562,-0.0113717715498238,-0.0359512200996826,0.0114289312052098,-0.0012037265679749,0.031509946188687,-0.0258447034294284,0.00748801869800473,0.0196733086968951,0.056895695893788,-0.0541138239924264,0.0229032654783699,0.000521725286256238
"温帯",-0.0211866742501151,0.0228676714441166,0.0138714001161721,0.00926403968388525,0.0186571868043318,-0.0367607659943988,0.0120912578652592,-0.0923055430905448,0.0279176313658679,-0.00681507521170699,-0.0211882211355976,0.0141485130417162,0.0326372673427167,0.00274122749181162
"温暖化",-0.0118547120234415,-0.0131772762865079,-0.0591279716166624,0.0339799110582211,0.0222682058404441,-0.00669519288705228,-0.0274507014060404,0.0501899444314928,-0.0190273362334718,-0.0080218219207452,0.0116458834431587,0.00631544878869461,-0.0350879208722315,-0.00236579154075033
"温度",-0.0346343339239322,-0.0415114589148695,0.0255145464922509,0.0129774918353547,-0.0444571311063134,0.0142361662392576,-0.0460376380301557,-0.0220763304549333,-0.0393780855281272,-0.0441079768947022,0.00832359548784401,-0.0064778123140429,0.0428658375449126,0.00994351894845385
"下層",-0.0564727079681735,-0.0317987438382807,0.0015410978328273,-0.0334990817315313,0.00721981376300084,-0.0324411255549816,0.0325573874141656,-0.00849023239482029,-0.00510415362167934,-0.0227749090636962,-0.00554541136811939,0.0376234813151863,0.0100185651093605,0.00963683191133579
"下流",-0.0316212518400161,0.0393039871194323,0.0593129111495152,-0.00216426617279811,-0.0638251149174637,0.0161447849796493,-0.0116686021641987,0.0083054720528526,-0.0253768032632645,0.0172792679921686,0.0173348246454385,-0.0777079329107476,-0.0215025275782607,-0.00172257621691098
"化学",-0.000161150551995568,0.0251954268055377,0.00226966283486845,-0.00625149048331648,0.00382758303025757,0.000119475330646522,-0.00659553040345971,-0.0114199860207093,-0.0533637708453891,-0.00589201844667473,-0.066536584162205,-0.0321924691562457,-0.0105062749393359,-0.00193849612251735
"化学物質",-0.0201087910298536,0.0064183540725529,-0.00554322260043111,-0.0466915589854403,-0.00140276485892194,0.0130692098447087,0.0339877332156135,-0.00477389950003851,0.0178440194945879,-0.0324492354253249,-0.011347970001403,-0.0325031309924143,-0.0114465443882491,-0.00338787405427263
"仮説",-0.0103176784851065,0.0517585296126459,-0.00151215573633487,0.043062074868225,-0.0322662190305013,-0.0452741657477691,-0.0225844615703289,0.0757722310202183,-0.0538670224930622,0.0502175666207916,-0.069430015867819,0.0135186437274713,-0.0354168042389827,-0.00397918004663676
"仮定",-0.00460742740393997,0.0138332504918761,0.0148212270298044,-0.00670989110350856,-0.0279445093138086,0.0119474611814568,-0.0144783220941386,-0.00987635846760148,-0.0324293496704992,0.0525718722463479,0.0275281012993108,-0.014445519456237,0.0249195560633299,0.00116839778499005
"加入",0.0328810174683487,0.0221855668328221,-0.042526379525599,-0.0145067347876407,0.0424633916966445,-0.0331477591295849,0.00324927858155617,0.0364231137956071,0.0443138051103776,0.00491991928352107,-0.0315221288785718,0.00902956563275038,0.00230933423782666,0.0151459722285677
"可塑性",-0.0104274186424559,0.0265643147035802,-0.0259818541349887,0.0250398311571121,-0.0298788562790753,0.039748148679121,0.0484411839786706,0.0414398776120284,-0.00534019790505916,-0.0541656931672499,-0.010869781297968,-0.0154592002953075,-0.0113133167005263,-0.00504913102644341
"夏",0.00765166220973253,0.0162136075731617,-0.048763354423609,0.0120266335479464,0.00391816221518472,0.00532003685221381,0.0734161046758762,-0.0129651551588906,-0.0116045848781709,0.00785266310983284,0.0363677905409247,0.000326752619246953,0.00247035879661936,-9.65299175634275e-05
"果実",0.0376826222418782,0.0297421486153672,-0.0396913241232645,-0.0541759241702602,0.0365263105889654,-0.0444735655018703,0.083422261125943,0.0439800839993216,0.0289342105802916,0.118987966544502,0.0240250581027577,0.0119005614388151,-0.0613037818556207,0.0179005971796553
"河床",-0.0201872271897661,0.0373650948015557,0.0646086403744211,-0.0153035557853303,-0.00805961318409095,0.0475274259702288,-0.0415480775203781,0.00781481781854147,-0.023523686525138,-0.0917213791934155,-0.0490535646299457,-0.0020206373363823,0.0358905296046841,-0.0112906853841345
"箇所",-0.00321079351915635,0.0217529846946441,-0.029447495638751,-0.00947230830614738,-0.00712859426038672,0.00909004896028134,0.0282897592121917,0.0129226322933776,0.0142967450864562,0.025731185457266,0.0692229621957537,0.00126504486419099,-0.0159328202986946,-0.000243485495634868
"花",0.162750068004305,-0.044931852679269,-0.0828012510937906,0.106559180004577,-0.19244343156389,0.0913309146124883,-0.0137267528818593,0.107920595810781,0.0766483502960928,0.0814095006102849,0.0160561318871846,-0.0478173061083045,0.00704539479535305,0.00206010486180976
"花色",0.0289255898660699,-0.0144199080015421,0.0141524854879917,-2.55619376115897e-05,-0.010275795154426,0.00532628183175615,-0.0197367609305599,-0.00712484049947583,0.000406488380215382,-0.00637635106938159,0.0679541190873264,-0.0319667725071967,-0.0484799844340848,-0.00515302463472334
"花筒",0.0239279301659529,-0.0238384474826822,0.0165808793768586,-0.000897855107549208,-0.00075562979515765,0.03481051276222,-0.00297632221702048,-0.0209226907398185,-0.015428681231206,-0.0115568621236861,0.042673205665157,-0.0135925186484031,-0.0031835941452132,-0.00775712861788268
"花粉",0.0370087714851256,-0.0905732780575188,-0.0258729194856943,-0.0655707646958229,-0.00692511660464654,-0.0419120681317234,-0.0055190821424002,-0.0466937254647109,0.0471055097546513,-0.0449615939707018,0.0596256478131609,0.022451733960363,0.0254053312907429,-0.0129123394867111
"花蜜",0.0284152458685291,0.000610159610037952,0.00139211345159639,-0.00829599662492948,-0.0264787033581646,-0.0508383428258459,-0.029855222049501,0.0249900981797978,0.0671572853487804,-0.0249990099153062,-0.0124981467456375,0.0235612963768039,0.0498839267100207,0.00106362881202903
"花崗岩",-0.0163613004798175,0.0116902621348943,0.024611870319119,-0.0194992515360029,-0.0207184706854585,0.0171116211249716,0.0117529572035251,0.031922767716454,-0.0136613654106978,-0.00661736701198938,-0.0063202880503903,0.00534958645310283,-0.00584063855738728,-0.00141127606949745
"課題",0.0323027029912509,0.0219512815733266,0.0345466035743544,0.00777286618753544,0.0110045666336732,0.0160502720708476,0.0104837154626844,-0.00682775572666209,0.0389854145299226,0.00751558294435982,-0.0139360963927877,-0.00720961417579875,0.00692181019096753,0.00544370068985644
"過去",-0.00817427247908201,-0.0610652510424165,-0.0629640818397917,-0.0427351719135106,0.0289060938525784,0.00482003379841251,-0.00233133459670138,-0.071683973457865,0.0383587955472899,-0.0294821644808266,-0.0378925811917002,-0.00866447616035091,-0.0130491425339288,0.0283578208639636
"我々",-0.00258827604685606,0.0167728308311017,-0.00387203322692415,-0.052340453364481,0.0347313687661048,-0.00942021394703598,-0.00370255967803715,0.0049368756577523,-0.00166164563263468,0.00408421675888184,0.0422714538888493,0.00172928639913336,0.0609204162514708,-0.00167433345478617
"蛾",0.0373404285030039,-0.0298606035626159,0.0249934622394584,0.00187943639188101,-0.000738066348094763,0.0176304350908146,0.0236936662364098,-0.0326520824010231,-0.0462855493379857,-0.000100303730780248,0.0558359055765509,-0.0289073506030901,-0.00173635662754347,0.00237397459966421
"回復",0.0461982602729416,0.0343683278979594,-0.00884446754792668,-0.0561737828028498,0.0589101021284174,0.0686894213732121,-0.037668194291851,-0.0437896512454984,0.029269540216389,-0.0374821978706959,-0.0375682276972967,0.0480848252099076,-0.0885415379946134,0.00175918519913427
"改変",-0.0651004582698801,0.00634536046136873,-0.0319981477208021,0.0389901955000109,-0.0309579921911337,-0.0119517275509034,0.0344146765178877,0.0379811278817331,-0.0627198319523381,0.000271276151181713,0.0302768548196176,-0.0631959219388525,-0.0752660154999544,0.010675373179754
"海域",0.0011714932227746,0.00240626976225009,0.0404057379779761,-0.027991467892681,-0.0574135798138841,0.0749367975102737,-0.0185528302183338,0.00154231663676104,-0.00912270251470396,0.00523051264262533,-0.0491906773433471,0.00884688984965892,-0.0127243113444245,0.00373975871686318
"海岸",-0.0172071457780265,-0.0257107009506852,-0.079505591195794,-0.0177406804422377,-0.00955026629265091,-0.0301049546290986,0.0277940395946444,-0.0302318515398556,0.0180695865203677,0.0353978218878285,-0.021161092452719,0.0114176876793876,-0.0434161023016817,-0.00798033087886709
"海藻",-0.0181607620090275,0.017175408938453,0.035208396639932,0.00944955947337485,0.00162575830635355,-0.00834899827327774,-0.0120282705579434,0.0142511760440716,0.0208749755704175,0.0308003789330423,0.0305835997433689,0.0332328931842949,-0.0316378586455613,-0.00323280073479641
"海洋",0.0368539560577031,-0.00720560687289008,0.0448611434288786,-0.0300427566990675,-0.0297343098071559,-0.0170167645189913,-0.00766886781022119,0.00786522689664564,-0.003679347167165,-0.0167604759801597,0.0317003939889464,0.0937098336199924,0.0949446114406804,0.00908814817713625
"開",0.021777617186166,0.00694195778782262,0.00664730160258191,-0.000964004314624971,-0.0216953840069424,-0.0516692386850039,-0.0243262050038889,0.0119258604728109,0.0108458384523021,-0.0127683357476451,0.076987468486459,-0.0424397400938726,-0.00218839215632953,0.000780558344543946
"開花",0.0962670710464094,-0.0214846242368654,0.0390371429363614,-0.00803372836675129,-0.12832178790701,-0.0691354111643444,0.0346700750591801,0.17004508457514,-0.0507326206033971,0.0418492628953844,-0.00126151796661387,-0.0170976220673293,-0.00236084402200771,-0.0104926036424064
"開始",0.00601694946581296,0.0208283663015053,-0.0339789078999538,0.0287617458625747,-0.0119819939185033,0.00321557379229934,0.00824178898722294,0.0204880250358659,0.014604854286365,-0.00691897594782739,0.0259948258761077,0.0105289686031395,-0.0347618818745193,-0.000951952085182809
"開発",0.0402464523021289,0.00526922181899531,-0.018561593001559,-0.037974900342411,0.0359536592811072,0.0127118970519485,0.0191461336134956,0.02762584701304,0.0275187805389746,0.0575478366290568,0.0394011696154915,-0.00154324982860038,-0.0503210290917566,-0.00665861588529727
"階層",-0.00797702712568757,0.027405136750754,0.0341986289090481,-0.0302364703699797,-0.0684736966071124,0.026458903018994,-0.0332360859250389,0.00752968355879897,-0.0127607733048483,-0.0681381548904523,-0.0262590949627304,-0.0173514169799884,-0.0362702568523759,0.00793899106682101
"外",0.029407542964667,0.062807444799513,-0.0778076205511247,-0.0524093193962705,-0.0121605167812347,0.0892174440040615,0.00265053526626897,-0.0519500768799214,0.0180865540572471,0.0367288025686019,-0.1233433210754,0.0321919770530464,0.0669859080743651,0.00136024848595708
"拡大",0.0451235506434586,-0.00288429419679507,0.0439472368072217,0.00809289433837364,0.0105001393310106,-0.00704255078419564,-0.0390061496128614,-0.000937346642086254,0.0227690476224561,0.0384700726058993,-0.00659854737232003,0.0031841286004518,0.0231867037903082,0.00319466107035484
"獲得",0.00902533958920164,-0.0592695091988929,-0.0052497824495309,0.00264699432168029,-0.00570281865915925,0.0222813304826904,-0.0470394606140225,-0.0103547682427382,-0.0060905881874877,-0.0348217489579105,0.0280619957128688,0.0309880086895176,-0.0734824060835566,-0.0043030876373334
"割合",0.0332205779197099,0.029804436170695,0.0255127529883337,-0.0159357687164094,0.00830271317434051,-0.0214941200396835,0.0125919517443761,-0.0174917721361413,0.0427479016710324,-0.0187540513753361,0.00186304053413151,-0.0215490669342485,-0.0438858020279205,-0.0128499085350897
"活性",-0.0206230206602315,0.00203808534616426,-0.0439253469810684,0.0194921597029508,0.026181932831288,0.00560010125486013,-0.0352352756573935,0.0804255674258508,-0.0355207417925527,0.0256058574177095,0.0265269237704205,0.0439262681684654,-0.0324316223750944,0.000275379983552409
"活動",-0.0372774313830974,-0.0643247747287506,0.0166262913824834,0.0119319483503566,0.0151697551848492,-0.0172452716676428,0.00815944649717213,0.0732226411559578,-0.0201208281400259,0.0322195778430962,-0.0881039215083343,0.0159346113225984,0.00148093726495518,0.00136649469870331
"株",0.0272868940013285,0.0294445003586161,-0.0379205631416775,0.0401131251152534,-0.0112790996615808,-0.0506378122483828,0.0577926841982324,0.00450139363743009,-0.0265035445142794,-7.16691231443224e-06,0.00297546562043363,0.0422420726470757,-0.0934997506383493,-0.00336459537417107
"乾燥",-0.0138486667885745,0.0386007202745511,-0.00683995691071964,-0.0640394393113751,-0.0427604805969879,-0.0241893566480967,-0.0253072203241421,-0.0315925059392378,0.0208372120286333,-0.00457605650604458,0.0361404088257265,-0.0299169660685242,0.00614264123558294,-0.00366461025880809
"冠水",0.00126911573279946,0.0119769591306183,-0.00363744153141329,0.00605189781696805,-0.0284692733742272,0.00689433527330989,-0.02413441121373,-0.0388255001118444,-0.0258093422449844,0.0315318577701962,0.000507382443471573,-0.0451947982793587,0.0210920953030691,0.00705408010882135
"干潟",0.0399228467975263,0.131519393293724,-0.0682033394300946,0.0445463542721569,-0.0161722099128809,-0.00449420874857598,0.0662060753187916,-0.145983222194643,-0.0844000093163288,0.00333520602848998,0.0733591745882421,0.0641663903622597,-0.0255335325133039,0.0258359439683407
"干渉",0.00527054249000663,0.00424053648135266,0.018015959835579,-0.00703690749683256,-0.00944550288574265,-0.029052008003691,0.0598274656341418,-0.00443952199702731,-0.0496717081524551,-0.0252680938388805,-0.052055240858719,0.000588029879993605,-0.0344847433819003,-0.00150525427786381
"幹",-0.0159260534325264,0.0313246417903571,-0.00847479235678894,0.0805815210161182,-0.00778546588657196,0.0248354880510124,0.0100423330771385,-0.0453710808772007,0.00921041817099442,0.0228720488625452,0.0220718054556419,-0.0305730850466717,0.0247126318487527,-0.00650704698967726
"感受性",-0.0142724611409137,0.0103482182263034,0.0216522736229556,-0.0171653818781462,-0.0177918122025605,0.0148899776770838,0.00969551986635595,0.0279040236192957,-0.0120958498049492,-0.00351218996827579,-0.00423562081238542,0.00686718850240844,-0.00462919601164812,0.00104254487308933
"感染",0.0263895867606695,0.00988486675664423,-0.0317574480734265,0.0937569111436784,-0.00104552939434503,0.0778038895797936,0.0364281571208363,-0.00992091329418174,0.0204172273423957,-0.035255101996354,0.0959805131794078,0.0196616080331595,-0.0380211751334937,0.000301338213686368
"慣行",-0.0108100032296578,0.0177899719860298,0.0261113278739929,-0.0249825679517527,-0.0264288695186616,-0.00503618683666161,-0.00327830353938865,0.030252269441768,-0.00646886116369935,-0.0309547544312555,0.00496018332095946,0.0347065706052574,0.040064573065399,-0.00173194212427518
"緩和",0.0179031599093352,-0.00872187349844607,-0.000101977572079411,4.63610171702343e-05,-0.0133111586167263,-0.0122147292606942,-0.00687622228774054,0.0249740566137307,0.0495507483576234,0.0281553017545092,-0.0225766818178397,-0.00912586911110135,-0.0168698087005043,0.0111046408092333
"観測",0.082414586819343,-0.0389130324015083,0.0343010203129643,-0.0874660514944572,0.00577556765226522,0.11003218060476,-0.0376172860654749,-0.101974899892751,-0.0254115203028016,-0.0148090028987411,0.0654468832321545,-0.0516957318976973,-0.0142644211575144,0.0197593022867318
"観点",0.0109118306707822,0.00607161242413752,0.0234153179483136,-0.01109835463615,-0.0110011795367832,-0.0334161493961587,0.0241214072059394,0.00122148804901658,-0.0407344263901268,0.0152610006168439,0.027502756504009,0.0275253781538306,0.035181304217122,-0.000157068799457472
"還元",-0.0172999896072287,0.00783100099070338,0.0341719961572202,0.0396675317155685,0.022716789374738,-0.0211125046943805,-0.00363915509416117,-0.0265574622375512,0.0411025737381474,-0.027337651778828,0.006992371976207,0.0150440930279263,0.0357079099731779,3.20899206306307e-05
"間接",0.026352017527917,-0.022977374492867,0.0187860939908441,0.069861987716274,-0.0602819626178148,-0.0305680011684708,0.0288249190559581,-0.0312230473787455,-0.0208293979526672,0.0119640315212995,0.00448624427866035,-0.00665499155058331,0.011046253438058,-0.000783163488529659
"関係性",0.0487156660799716,-0.0167600658193764,0.0170226866170096,-0.00524991687677994,-0.0267640429350783,-0.0229422267105738,-0.0365135320718667,0.00588382906511332,0.0386648504765501,-0.0231462672231796,0.0647806060281035,-0.0199308399791851,-0.00901233005206382,0.00123817610681628
"関連",0.0247068984502126,0.0445374940333739,0.0374594824106731,0.0529757962001442,0.0058153286560062,0.0276965056075074,-0.0453148570259955,-0.0306143257909038,-0.00407133352737726,0.0176249495346504,-0.0467717581787533,-0.0113958831626123,0.00395068596988678,0.0155130588412421
"含水",-0.000663626671127659,-0.00166756752741305,0.0148718454282953,-0.00466004750278974,-0.0155799422376333,0.00564757885078151,0.0187319232839428,0.0133365868027454,-0.0170024031928328,-0.014148309859933,0.0166681778631418,-0.0540387536220203,0.00990330053387501,-0.00230958931525523
"岩礁",0.0296329701667796,0.057625758962648,-0.0716431443955113,-0.0321685498600882,0.0767368807621233,-0.0324093905405015,-0.0427666687384624,0.0203257568752195,0.0283817900483493,0.0145732585144092,-0.0393717860938124,-0.0211556002112706,-0.0239238402911978,0.00306646580569979
"基質",0.0414244270999447,-0.0417405704112804,0.0398507685636123,-0.013267364259404,-0.0132351533036452,0.0678588644725334,-0.00415529276352591,-0.00291826768772933,0.00396928883645098,0.0254798536074429,0.0401124831595745,0.0158701693591211,0.00469912070612598,0.0053475279449271
"基盤",-0.0489806047304572,0.0636951859734247,0.0101280054394284,-0.0198271687156,0.0068789764243108,0.0566038137334134,-0.00104302221442458,0.0044652916812582,-0.0131199050616567,0.0462433831111465,-0.0104817852664995,0.0218725508728792,0.0101406049565629,0.000194969282814555
"寄主",0.0151156306473692,0.00567973557095855,0.00505365662261315,-0.00404448350465185,-0.00364444104764794,-0.048445448972359,0.0155702623703032,-0.0157318749614567,-0.0197607571275503,-0.0307920417846286,-0.0136995473654069,0.0387009340974585,0.03117176846467,-0.00331537448755061
"寄生",0.0474972999661284,0.0721352745192745,-0.0998110339086911,0.0675751634432024,-0.0811461133780287,-0.0347132263674006,0.126114271289776,-0.0193412521330804,-0.038335437622792,-0.0144849887961471,-0.0128505796106107,0.00616950020291649,0.0149790041128561,-0.00692850284440273
